"","phylum","gene","description"
"424","firmicutes","FIG00010273","Transcriptional regulator of various polyols utilization, AraC family"
"425","firmicutes","FIG01225528","sensor histidine kinase, putative"
"426","firmicutes","FIG00520142","FIG00520146: hypothetical protein"
"427","firmicutes","FIG00021445","Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)"
"428","firmicutes","FIG01117806","FIG01117807: hypothetical protein"
"429","firmicutes","FIG01330208","Hemerythrin"
"430","firmicutes","FIG01709460","FIG00624470: hypothetical protein"
"431","firmicutes","FIG00051321","Cyanate ABC transporter, substrate binding protein"
"432","firmicutes","FIG01357775","Structural protein"
"433","firmicutes","FIG01357774","FIG01162354: hypothetical protein"
"434","firmicutes","FIG01032199","FIG01032200: hypothetical protein"
"435","firmicutes","FIG00906437","FIG00906439: hypothetical protein"
"436","firmicutes","FIG01032224","FIG01032226: hypothetical protein"
"437","firmicutes","FIG01032226","FIG01032229: hypothetical protein"
"438","firmicutes","FIG00001871","Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)"
"439","firmicutes","FIG00646903","FIG00646906: hypothetical protein"
"440","firmicutes","FIG00646909","FIG00646911: hypothetical protein"
"441","firmicutes","FIG00514825","FIG00590975: hypothetical protein"
"442","firmicutes","FIG01031888","FIG01031889: hypothetical protein"
"443","firmicutes","FIG01031883","FIG01031885: hypothetical protein"
"444","firmicutes","FIG00534311","FIG00534313: hypothetical protein"
"445","firmicutes","FIG00966704","terminase B protein, putative"
"446","firmicutes","FIG01371541","FIG00527453: hypothetical protein"
"447","firmicutes","FIG01344377","Lactoylglutathione lyase"
"448","firmicutes","FIG01197194","FIG01197195: hypothetical protein"
"449","firmicutes","FIG00747097","FIG00747099: hypothetical protein"
"450","firmicutes","FIG00752071","FIG00752075: hypothetical protein"
"451","firmicutes","FIG01020339","Protein of unknown function DUF477"
"452","firmicutes","FIG01020335","FIG01020336: hypothetical protein"
"453","firmicutes","FIG00758738","NAD(P)HX epimerase"
"454","firmicutes","FIG00526146","FIG00526148: hypothetical protein"
"455","firmicutes","FIG00752812","FIG00752816: hypothetical protein"
"456","firmicutes","FIG00589927","FIG00589928: hypothetical protein"
"457","firmicutes","FIG01515775","Virulence-associated protein 2"
"458","firmicutes","FIG00633432","flagellar operon protein"
"459","firmicutes","FIG00513420","FIG00513425: hypothetical protein"
"460","firmicutes","FIG01362479","FIG00524219: hypothetical protein"
"461","firmicutes","FIG00120101","TonB-dependent receptor; Outer membrane receptor for ferrienterochelin and colicins"
"462","firmicutes","FIG00521759","FIG00521764: hypothetical protein"
"463","firmicutes","FIG00816819","OrfE protein"
"464","firmicutes","FIG00896969","23S rRNA methyltransferase (EC 2.1.1.-)"
"465","firmicutes","FIG01197196","FIG01197197: hypothetical protein"
"466","firmicutes","FIG00018561","Phosphate transport system permease protein PstC (TC 3.A.1.7.1)"
"467","firmicutes","FIG00012683","NLP/P60 family protein"
"468","firmicutes","FIG00647152","FIG00647153: hypothetical protein"
"469","firmicutes","FIG01556353","FIG00647252: hypothetical protein"
"470","firmicutes","FIG00749770","FIG00749773: hypothetical protein"
"471","firmicutes","FIG00522863","FIG00522866: hypothetical protein"
"472","firmicutes","FIG01606697","sugar transporter, putative"
"473","firmicutes","FIG00514919","FIG00514920: hypothetical protein"
"474","firmicutes","FIG01116445","FIG01116446: hypothetical protein"
"475","firmicutes","FIG01032097","FIG01032098: hypothetical protein"
"476","firmicutes","FIG01032090","FIG01032092: hypothetical protein"
"477","firmicutes","FIG01032099","FIG01032101: hypothetical protein"
"478","firmicutes","FIG01197289","FIG01197291: hypothetical protein"
"479","firmicutes","FIG01751754","sodium extrusion protein NatB"
"480","firmicutes","FIG00672319","FIG00672320: hypothetical protein"
"481","firmicutes","FIG01120088","TnpY"
"482","firmicutes","FIG00002951","Molybdopterin biosynthesis molybdochelatase MogA"
"483","firmicutes","FIG00001098","Outer membrane lipoprotein carrier protein LolA"
"484","firmicutes","FIG00514086",NA
"485","firmicutes","FIG00048580","Hcp transcriptional regulator HcpR (Crp/Fnr family)"
"486","firmicutes","FIG01031938","Translocation-enhancing protein TepA"
"487","firmicutes","FIG01031934","FIG01031937: hypothetical protein"
"488","firmicutes","FIG01304488","RelB/StbD replicon stabilization protein (antitoxin to RelE/StbE)"
"489","firmicutes","FIG01315108","contains phage integrase domain"
"490","firmicutes","FIG00531442","FIG00531449: hypothetical protein"
"491","firmicutes","FIG00084255","Stage III sporulation protein AC"
"492","firmicutes","FIG01870338","Hypothetical protein, CF-23 family"
"493","firmicutes","FIG01313353","Membrane associated histidine kinase-like ATPase"
"494","firmicutes","FIG01317247","putative, Na(+) H(+) antiporter subunit B"
"495","firmicutes","FIG00630257","helix-turn-helix domain protein"
"496","firmicutes","FIG00946096","putative rRNA methylase"
"497","firmicutes","FIG01032116","FIG01032117: hypothetical protein"
"498","firmicutes","FIG01032118","FIG01032119: hypothetical protein"
"499","firmicutes","FIG00672121","FIG00672124: hypothetical protein"
"500","firmicutes","FIG00135056","Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)"
"501","firmicutes","FIG00513035","FIG00513036: hypothetical protein"
"502","firmicutes","FIG01322016","transposase, IS605 family"
"503","firmicutes","FIG00514436","FIG00514440: hypothetical protein"
"504","firmicutes","FIG00010508","Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)"
"505","firmicutes","FIG01338734","Type II restriction enzyme Eco47II (EC 3.1.21.4)"
"506","firmicutes","FIG00526418","Nitrogenase molybdenum-iron protein, alpha and beta chains"
"507","firmicutes","FIG00521940","FIG00617218: hypothetical protein"
"508","firmicutes","FIG00617272","FIG00617274: hypothetical protein"
"509","firmicutes","FIG01259863","Phosphomannomutase (EC 5.4.2.8) / Phosphoglucomutase (EC 5.4.2.2)"
"510","firmicutes","FIG00002500","Stage V sporulation protein AD (SpoVAD)"
"511","firmicutes","FIG00010267","diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)"
"512","firmicutes","FIG00517253","FIG00517254: hypothetical protein"
"513","firmicutes","FIG00133285","Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)"
"514","firmicutes","FIG01405967","Exopolysaccharide phosphotransferase SCO6023 (EC 2.7.-.-)"
"515","firmicutes","FIG01032304","FIG01032306: hypothetical protein"
"516","firmicutes","FIG01032309","FIG01032310: hypothetical protein"
"517","firmicutes","FIG00514233","Lantibiotic transport permease protein"
"518","firmicutes","FIG01020137","FIG01020138: hypothetical protein"
"519","firmicutes","FIG00936895","FIG00936896: hypothetical protein"
"520","firmicutes","FIG00005771","Transcriptional regulator of fatty acid biosynthesis FabT"
"521","firmicutes","FIG01589316","FIG00751810: hypothetical protein"
"522","firmicutes","FIG01197381","FIG01197382: hypothetical protein"
"523","firmicutes","FIG00001256","Cobalt-precorrin-6y C5-methyltransferase (EC 2.1.1.-) / Cobalt-precorrin-6y C15-methyltransferase [decarboxylating] (EC 2.1.1.-)"
"524","firmicutes","FIG00530486","FIG00530506: hypothetical protein"
"525","firmicutes","FIG00514576","FIG00514579: hypothetical protein"
"526","firmicutes","FIG01020276","FIG01020277: hypothetical protein"
"527","firmicutes","FIG01020270","FIG01020271: hypothetical protein"
"528","firmicutes","FIG00020799","iron aquisition yersiniabactin synthesis enzyme (Irp3)"
"529","firmicutes","FIG00003528","GALNS arylsulfatase regulator (Fe-S oxidoreductase)"
"530","firmicutes","FIG00526064","FIG00526066: hypothetical protein"
"531","firmicutes","FIG01289503","Bsu YqfO NIF3/CutA domain"
"532","firmicutes","FIG01197205","FIG01197207: hypothetical protein"
"533","firmicutes","FIG01055171","FIG01055172: hypothetical protein"
"534","firmicutes","FIG01393296","Appr-1-p processing enzyme family protein homolog"
"535","firmicutes","FIG01360005","putative ABC-transporter"
"536","firmicutes","FIG00521017","FIG00521018: hypothetical protein"
"537","firmicutes","FIG00672289","FIG00672291: hypothetical protein"
"538","firmicutes","FIG00633685","FIG00633687: hypothetical protein"
"539","firmicutes","FIG00001019","Protoporphyrinogen IX oxidase, novel form, HemJ (EC 1.3.-.-)"
"540","firmicutes","FIG00133744","Nitric oxide reductase activation protein NorQ"
"541","firmicutes","FIG01896236","putative transposon excisionase; Tn916 ORF1-like"
"542","firmicutes","FIG01197005","FIG01197006: hypothetical protein"
"543","firmicutes","FIG00048507","Catabolite control protein A"
"544","firmicutes","FIG01020074","FIG01020076: hypothetical protein"
"545","firmicutes","FIG00008304","Aspartate 1-decarboxylase (EC 4.1.1.11)"
"546","firmicutes","FIG00522635","iron aquisition yersiniabactin synthesis enzyme (Irp2)"
"547","firmicutes","FIG00516546","FIG00516548: hypothetical protein"
"548","firmicutes","FIG01528219","LysM domain / Lipoprotein NlpD"
"549","firmicutes","FIG00512890","FIG00512891: hypothetical protein"
"550","firmicutes","FIG01019951","FIG01019952: hypothetical protein"
"551","firmicutes","FIG01019953","spore cortex-lytic enzyme SleC"
"552","firmicutes","FIG00009072","Polypeptide composition of the spore coat protein CotJB"
"553","firmicutes","FIG01196944","amino acid ABC transproter, permease protein"
"554","firmicutes","FIG00802168","COG0513: Superfamily II DNA and RNA helicases"
"555","firmicutes","FIG00512701","FIG00512703: hypothetical protein"
"556","firmicutes","FIG01680198","Protein of phosphatidic acid phosphatase family, YNBD E.coli ortholog"
"557","firmicutes","FIG00007538","Stage V sporulation protein T, AbrB family transcriptional regulator (SpoVT)"
"558","firmicutes","FIG00520248","FIG00520252: hypothetical protein"
"559","firmicutes","FIG01385434","FIG00528816: hypothetical protein"
"560","firmicutes","FIG01427925","FIG00532782: hypothetical protein"
"561","firmicutes","FIG01031879","FIG01031880: hypothetical protein"
"562","firmicutes","FIG01031870","FIG01031873: hypothetical protein"
"563","firmicutes","FIG00645157",NA
"564","firmicutes","FIG00645155","FIG00645157: hypothetical protein"
"565","firmicutes","FIG00528780","FIG00528782: hypothetical protein"
"566","firmicutes","FIG01397246","Peptidase U4, sporulation factor SpoIIGA"
"567","firmicutes","FIG01307038",NA
"568","firmicutes","FIG01032023","FIG01032024: hypothetical protein"
"569","firmicutes","FIG00743234","Polysaccharide polymerase"
"570","firmicutes","FIG00031653","Biotin carboxyl carrier protein of methylmalonyl-CoA decarboxylase"
"571","firmicutes","FIG01671229","no significant homology. 1 putative transmembrane region was found by PSORT"
"572","firmicutes","FIG00645020","FIG00645021: hypothetical protein"
"573","firmicutes","FIG01180958","glucose-1-phosphate adenylyltransferase( EC:2.7.7.27 )"
"574","firmicutes","FIG00676802","FIG00676804: hypothetical protein"
"575","firmicutes","FIG01032387","FIG01032388: hypothetical protein"
"576","firmicutes","FIG00018218","Molybdopterin biosynthesis protein MoeA"
"577","firmicutes","FIG00514987","FIG00518845: hypothetical protein"
"578","firmicutes","FIG00647227","FIG00647230: hypothetical protein"
"579","firmicutes","FIG01427479","Endoglucanase A precursor (EC 3.2.1.4) (Endo-1,4-beta-glucanase A) (Cellulase A) (EGCCA)"
"580","firmicutes","FIG00013156","Putative ABC transporter ATP-binding protein, spy1790 homolog"
"581","firmicutes","FIG01717549","related to F420H2-dehydrogenase, beta subunit"
"582","firmicutes","FIG01808217","FIG00524296: hypothetical protein"
"583","firmicutes","FIG00645053","FIG00645056: hypothetical protein"
"584","firmicutes","FIG00645051","FIG00645053: hypothetical protein"
"585","firmicutes","FIG00645050","FIG00645051: hypothetical protein"
"586","firmicutes","FIG00645057","FIG01031812: hypothetical protein"
"587","firmicutes","FIG00645056","FIG00645057: hypothetical protein"
"588","firmicutes","FIG00577209","FIG00577210: hypothetical protein"
"589","firmicutes","FIG01524344","FIG00521594: hypothetical protein"
"590","firmicutes","FIG00527665","FIG00527671: hypothetical protein"
"591","firmicutes","FIG01117138","FIG00520490: hypothetical protein"
"592","firmicutes","FIG01032024","FIG01032025: hypothetical protein"
"593","firmicutes","FIG01423942","large transmembrane protein possibly involved in transport"
"594","firmicutes","FIG01328735","aldolase"
"595","firmicutes","FIG00031825","Hydrogen peroxide-inducible genes activator"
"596","firmicutes","FIG01268864",NA
"597","firmicutes","FIG00645290",NA
"598","firmicutes","FIG00645293","FIG00645295: hypothetical protein"
"599","firmicutes","FIG00645295","FIG00645302: hypothetical protein"
"600","firmicutes","FIG00528202","mobilization protein Mob 14-3"
"601","firmicutes","FIG00529157","FIG00529158: hypothetical protein"
"602","firmicutes","FIG01450654","AAA superfamily ATPase"
"603","firmicutes","FIG00522265","FIG01032097: hypothetical protein"
"604","firmicutes","FIG00042847","Similar to tRNA pseudouridine synthase C, group TruC1"
"605","firmicutes","FIG01330138","Putative phosphoesterase, GBAA2539 homolog"
"606","firmicutes","FIG01959093","Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)"
"607","firmicutes","FIG00525424","FIG00525427: hypothetical protein"
"608","firmicutes","FIG00904115","PfkB family carbohydrate kinase Z5686, in cluster with transporter and aldolase"
"609","firmicutes","FIG01032613","FIG01032614: hypothetical protein"
"610","firmicutes","FIG01115451","FIG01115455: hypothetical protein"
"611","firmicutes","FIG00483737","Xaa-Pro dipeptidase family enzyme"
"612","firmicutes","FIG00009563","Choloylglycine hydrolase (EC 3.5.1.24)"
"613","firmicutes","FIG00743656","FIG00743657: hypothetical protein"
"614","firmicutes","FIG00756250","FIG00756253: hypothetical protein"
"615","firmicutes","FIG01753220","Phage structural protein"
"616","firmicutes","FIG00513558","FIG00513559: hypothetical protein"
"617","firmicutes","FIG00513550","FIG00513551: hypothetical protein"
"618","firmicutes","FIG00521110","FIG00521113: hypothetical protein"
"619","firmicutes","FIG01032496","FIG01032497: hypothetical protein"
"620","firmicutes","FIG01032497","FIG00431384: hypothetical protein"
"621","firmicutes","FIG00514124","FIG00514125: hypothetical protein"
"622","firmicutes","FIG01344322","ISCpe2, transposase orfA"
"623","firmicutes","FIG00524182","FIG00524186: hypothetical protein"
"624","firmicutes","FIG01340830","cationic amino acid transporter"
"625","firmicutes","FIG00000312","16S rRNA processing protein RimM"
"626","firmicutes","FIG00517867","FIG00517869: hypothetical protein"
"627","firmicutes","FIG01108379","FIG01108380: hypothetical protein"
"628","firmicutes","FIG01533030","FIG00524218: hypothetical protein"
"629","firmicutes","FIG00545041","putative transcription regulator"
"630","firmicutes","FIG01391982","Intermediate filament protein:ATP/GTP-binding site motif A (P-loop):AAA ATPase"
